year,month,day,provstate,city,latitude,longitude,primary_attacktype,secondary_attacktype,tertiary_attacktype,primary_target,secondary_target,tertiary_target,target_nationality,primary_group,secondary_group,tertiary_group,nperps,nperpcap,weaptype1,weapsubtype1,weaptype2,weapsubtype2,weaptype3,weapsubtype3,nkill,nwound,nkillter,nwoundte
2015,11,19,Damascus,Damascus,33.510084,36.316622,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
2015,11,19,Damascus,Damascus,33.516503,36.316601,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
2015,11,22,Raqqah,Tall Abyad,36.696236,38.951152,Bombing/Explosion,NA,NA,Terrorists/Non-State Militia,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,3,20,0,0
2015,11,24,Lattakia,Jabal Turkmen,35.582375,35.903152,Armed Assault,NA,NA,Military,NA,NA,Russia,Free Syrian Army,Syrian Turkmen Brigades,NA,NA,0,Firearms,Unknown Gun Type,NA,NA,NA,NA,1,0,0,0
2015,11,24,Lattakia,Jabal Turkmen,35.582375,35.903152,Armed Assault,NA,NA,Military,NA,NA,Russia,Free Syrian Army,NA,NA,NA,0,Firearms,Unknown Gun Type,NA,NA,NA,NA,1,0,0,0
2015,11,26,Deir ez-Zor,Unknown,35.371112,40.140108,Unknown,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0
2015,11,26,Aleppo,Tall Aran,36.122519,37.337254,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,6,0,0,0
2015,11,27,Unknown,Unknown,NA,NA,Hostage Taking (Kidnapping),NA,NA,Journalists & Media,NA,NA,Poland,Unknown,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,0
2015,11,28,Al Hasakah,Qamishli,37.050355,41.216332,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,Other Explosive Type,NA,NA,NA,NA,0,1,0,0
2015,11,28,Aleppo,Tanab,36.496536,37.003462,Armed Assault,NA,NA,Private Citizens & Property,NA,NA,Syria,Revolutionaries Army (Jaysh al-Thowwar),Al-Nusrah Front,Ahrar al-Sham,NA,0,Firearms,Unknown Gun Type,NA,NA,NA,NA,20,0,0,0
2015,11,30,Homs,Palmyra,34.570964,38.2892,Unknown,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,18,0,0,0
2015,12,2,Damascus,Damascus,33.517691,36.284439,Bombing/Explosion,NA,NA,Educational Institution,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,14,0,0
2015,12,7,Aleppo,Aleppo,36.208037,37.134271,Bombing/Explosion,NA,NA,Government (Diplomatic),NA,NA,Russia,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,3,0,0
2015,12,7,Aleppo,Aleppo,36.228892,37.117975,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,3,0,0
2015,12,9,Aleppo,Aleppo,36.228976,37.117921,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,7,0,0
2015,12,9,Aleppo,Aleppo,36.202105,37.13426,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,7,0,0
2015,12,9,Aleppo,Aleppo,36.217969,37.131702,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,8,0,0
2015,12,10,Al Hasakah,Tall Tamr,36.656185,40.367542,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,8,34,1,0
2015,12,10,Al Hasakah,Tall Tamr,36.656185,40.367542,Bombing/Explosion,NA,NA,Business,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,8,34,1,0
2015,12,10,Al Hasakah,Tall Tamr,36.656185,40.367542,Bombing/Explosion,NA,NA,Terrorists/Non-State Militia,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,9,33,1,0
2015,12,12,Homs,Homs,34.733526,36.733118,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,11,35,0,0
2015,12,12,Homs,Homs,34.733661,36.732997,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,NA,NA,12,35,1,0
2015,12,13,Damascus,Damascus,33.515639,36.302508,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,3,0,0
2015,12,13,Damascus,Damascus,33.518354,36.295647,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,1,0,0
2015,12,13,Damascus,Damascus,33.515639,36.302508,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,4,0,0
2015,12,16,Idlib,Idlib,35.931122,36.637963,Armed Assault,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Firearms,Unknown Gun Type,NA,NA,NA,NA,1,0,0,0
2015,12,20,Damascus,Damascus,33.50145,36.246813,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,10,0,0
2015,12,21,Damascus,Damascus,33.555753,36.316094,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Jaysh al-Islam (Syria),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,9,0,0
2015,12,22,Deir ez-Zor,Deir ez-Zor,35.329652,40.135034,Bombing/Explosion,NA,NA,Educational Institution,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,9,20,0,0
2015,12,23,Deir ez-Zor,Deir ez-Zor,35.329652,40.135034,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,14,20,3,0
2015,12,23,Idlib,Unknown,35.931076,36.634377,Hostage Taking (Kidnapping),NA,NA,Religious Figures/Institutions,NA,NA,Iraq,Muslim extremists,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,0
2015,12,25,Aleppo,Bashkoy,36.039722,37.3075,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),Unknown,NA,NA,NA,72,NA,39,NA
2015,12,28,Homs,Homs,34.733661,36.732997,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),Al-Nusrah Front,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,16,45,0,0
2015,12,28,Homs,Homs,34.733661,36.732997,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),Al-Nusrah Front,NA,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,NA,NA,17,45,1,0
2015,12,30,Al Hasakah,Qamishli,37.054943,41.228247,Bombing/Explosion,NA,NA,Business,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,9,16,1,0
2015,12,30,Al Hasakah,Qamishli,37.054943,41.228247,Bombing/Explosion,NA,NA,Business,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,NA,NA,9,15,1,0
2016,1,5,Homs,Farhaniyeh,34.73133,36.710204,Assassination,NA,NA,Terrorists/Non-State Militia,NA,NA,Syria,Unknown,NA,NA,2,0,Firearms,Unknown Gun Type,NA,NA,NA,NA,1,1,0,0
2016,1,6,Aleppo,Manbij,36.380825,38.178571,Bombing/Explosion,NA,NA,Utilities,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Unknown,NA,NA,NA,7,NA,7,NA
2016,1,6,Damascus,Damascus,33.519534,36.289908,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,13,0,0
2016,1,6,Damascus,Damascus,33.513773,36.289908,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,5,13,0,0
2016,1,6,Raqqah,Raqqah,35.959411,38.998105,Hostage Taking (Kidnapping),NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Firearms,Automatic Weapon,NA,NA,NA,NA,1,0,0,0
2016,1,10,Idlib,Kafr Nabl,35.613978,36.564865,Hostage Taking (Kidnapping),NA,NA,Journalists & Media,NA,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,0
2016,1,11,Aleppo,Aleppo,36.228463,37.143613,Bombing/Explosion,NA,NA,Educational Institution,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,3,2,0,0
2016,1,15,Homs,Homs,34.729543,36.752321,Bombing/Explosion,NA,NA,Unknown,NA,NA,NA,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,NA,NA,0,0
2016,1,15,Al Hasakah,Tuq al-Milh,36.950128,42.146324,Bombing/Explosion,NA,NA,Terrorists/Non-State Militia,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,NA,NA,3,3,1,0
2016,1,11,Deir ez-Zor,Deir ez-Zor,35.334219,40.139568,Hostage Taking (Kidnapping),NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,2,0,0,0
2016,1,16,Deir ez-Zor,Deir ez-Zor,35.33544,40.142042000000004,Hostage Taking (Kidnapping),Bombing/Explosion,NA,Military,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,16,NA,3,NA
2016,1,16,Deir ez-Zor,Bughailiyeh,35.383773,40.089253,Hostage Taking (Kidnapping),Bombing/Explosion,NA,Military,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,16,NA,3,NA
2016,1,16,Deir ez-Zor,Ayyash,35.420582,40.05327,Hostage Taking (Kidnapping),Bombing/Explosion,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,16,NA,4,NA
2016,1,16,Deir ez-Zor,Deir ez-Zor,35.348678,40.116999,Hostage Taking (Kidnapping),Bombing/Explosion,NA,Military,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,16,NA,4,NA
2016,1,16,Deir ez-Zor,Deir ez-Zor,35.33544,40.142042000000004,Hostage Taking (Kidnapping),Bombing/Explosion,NA,Military,Business,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,16,NA,4,NA
2016,1,16,Deir ez-Zor,Deir ez-Zor,35.33544,40.142042000000004,Hostage Taking (Kidnapping),Bombing/Explosion,NA,Military,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,16,NA,4,NA
2016,1,16,Deir ez-Zor,Deir ez-Zor,35.33544,40.142042000000004,Hostage Taking (Kidnapping),Bombing/Explosion,NA,Military,Food or Water Supply,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,16,NA,4,NA
2016,1,16,Deir ez-Zor,Deir ez-Zor,35.338611,40.151944,Hostage Taking (Kidnapping),Bombing/Explosion,NA,Military,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,16,NA,4,NA
2016,1,16,Deir ez-Zor,Deir ez-Zor,35.342378,40.136068,Hostage Taking (Kidnapping),Bombing/Explosion,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,16,NA,4,NA
2016,1,16,Deir ez-Zor,Deir ez-Zor,35.332938,40.136265,Hostage Taking (Kidnapping),Bombing/Explosion,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,16,NA,4,NA
2016,1,16,Deir ez-Zor,Deir ez-Zor,35.331524,40.129352,Hostage Taking (Kidnapping),Bombing/Explosion,NA,Military,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,17,NA,4,NA
2016,1,16,Aleppo,Aleppo,36.204392,37.09654,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,9,0,0
2016,1,16,Aleppo,Aleppo,36.201667,37.146111,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,8,0,0
2016,1,16,Aleppo,Aleppo,36.210452,37.154478,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,8,0,0
2016,1,19,Deir ez-Zor,Bughailiyeh,35.380058,40.093495,Hostage Taking (Kidnapping),NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,NA,NA,0,0
2016,1,24,Al Hasakah,Qamishli,37.051251,41.229068,Bombing/Explosion,NA,NA,Business,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,NA,NA,3,20,0,0
2016,1,24,Al Hasakah,Qamishli,37.050176,41.216486,Bombing/Explosion,NA,NA,Business,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,NA,NA,0,0,0,0
2016,1,25,Aleppo,Aleppo,36.173146,37.1405,Bombing/Explosion,NA,NA,Terrorists/Non-State Militia,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,24,NA,1,0
2016,1,25,Deir ez-Zor,Deir ez-Zor,35.348678,40.116999,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,3,3,0,0
2016,1,25,Deir ez-Zor,Deir ez-Zor,35.33814,40.127346,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,3,0,0
2016,1,26,Homs,Homs,34.733018,36.732112,Bombing/Explosion,NA,NA,Military,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,14,50,1,0
2016,1,26,Homs,Homs,34.733833,36.732079,Bombing/Explosion,NA,NA,Military,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,NA,NA,13,50,1,0
2016,1,31,Damascus,Sayyidah Zaynab,33.444163,36.337632,Bombing/Explosion,NA,NA,Transportation,Terrorists/Non-State Militia,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,36,50,0,0
2016,1,31,Damascus,Sayyidah Zaynab,33.444163,36.337632,Bombing/Explosion,NA,NA,Private Citizens & Property,Terrorists/Non-State Militia,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,2,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,NA,NA,37,50,2,0
2016,2,2,Lattakia,Marj Khawkha,35.695846,36.150798,Bombing/Explosion,NA,NA,Military,Military,NA,Syria,Free Syrian Army,Islamic State of Iraq and the Levant (ISIL),NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,3,0,0
2016,2,4,Aleppo,Unknown,36.223981,37.468283,Bombing/Explosion,NA,NA,NGO,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,NA,NA,3,1,0,0
2016,2,4,Aleppo,Unknown,36.226239,37.46814,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Al-Nusrah Front,NA,NA,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,NA,NA,NA,NA,1,0
2016,2,7,Damascus,Damascus,33.527277,36.391217,Bombing/Explosion,Armed Assault,NA,Military,NA,NA,Syria,Jaysh al-Islam (Syria),NA,NA,NA,0,Explosives/Bombs/Dynamite,Land Mine,Firearms,Unknown Gun Type,NA,NA,76,NA,0,0
2016,2,9,Damascus,Damascus,33.552405,36.317801,Bombing/Explosion,NA,NA,Police,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,9,20,1,0
2016,2,10,Rif Dimashq,Madaya,33.689875,36.102364,Armed Assault,NA,NA,NGO,NGO,NA,International,Unknown,NA,NA,NA,0,Firearms,Unknown Gun Type,NA,NA,NA,NA,0,NA,0,0
2016,2,21,Damascus,Sayyidah Zaynab,33.445844,36.333341,Bombing/Explosion,NA,NA,Religious Figures/Institutions,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,43,89,1,0
2016,2,21,Homs,Homs,34.732965,36.732214,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,18,51,1,0
2016,2,21,Homs,Zarah,34.71499,36.255193,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,17,50,1,0
2016,2,21,Al Hasakah,Al-Shadadi,36.056583,40.728333,Bombing/Explosion,NA,NA,Terrorists/Non-State Militia,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,1,0,1,0
2016,2,21,Damascus,Sayyidah Zaynab,33.443105,36.333913,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,NA,NA,42,89,1,0
2016,2,22,Aleppo,Khanasser,35.781848,37.497831,Bombing/Explosion,Armed Assault,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Firearms,Rifle/Shotgun (non-automatic),NA,NA,NA,NA,NA,NA
2016,2,23,Aleppo,Aleppo,36.237352,37.15459,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Free Syrian Army,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,5,0,0,0
2016,2,24,Aleppo,Aleppo,36.206495,37.142203,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,7,14,0,0
2016,2,27,Raqqah,Tall Abyad,36.697865,38.956705,Armed Assault,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Automatic Weapon,NA,NA,75,NA,45,NA
2016,2,27,Deir ez-Zor,Deir ez-Zor,35.345085,40.117342,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,0,0,0
2016,2,27,Hamah,Salamiyah,35.013117,37.051167,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,3,4,1,0
2016,2,27,Hamah,Teeba,35.188787,37.211583,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,5,NA,1,0
2016,2,27,Raqqah,Suluk,36.595686,39.128318,Armed Assault,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Automatic Weapon,NA,NA,0,0,0,0
2016,2,27,Rif Dimashq,Khan ash-Shih,33.375804,36.11512,Bombing/Explosion,NA,NA,Other,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,0,0,0
2016,2,29,Aleppo,Aleppo,36.200706,37.100077,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
2016,2,29,Aleppo,Aleppo,36.212233,37.15296,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
2016,2,29,Aleppo,Aleppo,36.211903,37.147858,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
2016,3,1,Lattakia,Kinsibba,35.7441,36.164,Bombing/Explosion,NA,NA,Journalists & Media,NA,NA,Multinational,Al-Nusrah Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,4,0,0
2016,3,1,Lattakia,Kinsibba,35.7441,36.164,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,3,8,0,0
2016,2,29,Aleppo,Aleppo,36.211983,37.100079,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
