year,month,day,provstate,city,latitude,longitude,primary_attacktype,primary_target,target_nationality,primary_group,nperps,nperpcap,weaptype1,weapsubtype1,nkill,nwound,nkillter,nwoundte
2014,5,6,Damascus,Damascus,33.502549,36.298534,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,23,0,0
2014,5,8,Aleppo,Aleppo,36.211749,37.14711,Bombing/Explosion,Military,Syria,Islamic Front (Syria),NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,14,24,0,0
2014,5,10,Aleppo,Burayj al-Rih,36.267068,37.203325,Bombing/Explosion,Military,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",27,NA,27,NA
2014,5,10,Deir ez-Zor,Deir ez-Zor district,35.286536,40.182669,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,0
2014,5,13,Idlib,Murrat al-Numan,35.648056,36.677354,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2014,5,13,Damascus,Damascus,33.512489,36.316139,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,6,0,0
2014,5,14,Idlib,Murrat al-Numan,35.648056,36.677354,Bombing/Explosion,Military,Syria,Islamic Front (Syria),NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,20,NA,0,0
2014,5,14,Aleppo,Unknown,36.226239,37.46814,Hostage Taking (Kidnapping),Journalists & Media,Great Britain,Unknown,NA,0,Firearms,Unknown Gun Type,0,2,0,0
2014,5,15,Aleppo,Salameh,36.617936,37.077466,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Vehicle,43,81,0,0
2014,5,15,Aleppo,Aleppo,36.214839,37.152679,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,20,0,0
2014,5,15,Deir ez-Zor,Unknown,35.336,40.145,Armed Assault,NGO,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,1,0,0,0
2014,5,16,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",13,17,0,0
2014,5,16,Idlib,Binnish,35.958156,36.711897,Bombing/Explosion,Religious Figures/Institutions,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,8,10,0,0
2014,5,17,Damascus,Mulayhah,33.485,36.375556,Unknown,Military,Syria,Al-Nusrah Front,NA,0,Unknown,NA,1,0,0,0
2014,5,19,Damascus,Damascus,33.515722,36.31644,Bombing/Explosion,Unknown,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,0
2014,5,19,Damascus,Damascus,33.513799,36.276458,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2014,5,22,Daraa,Daraa,32.618035,36.107512,Bombing/Explosion,Government (General),Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",37,24,0,0
2014,5,25,Homs,Homs,34.730987,36.70954,Bombing/Explosion,Transportation,Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Vehicle,13,23,1,0
2014,5,25,Homs,Homs,34.730991,36.70954,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Vehicle,1,7,1,0
2014,5,25,Idlib,Jabal al-Arbain,35.814324,36.614226,Bombing/Explosion,Military,Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Vehicle,7,NA,1,0
2014,5,25,Idlib,Jabal al-Arbain,35.814324,36.614226,Bombing/Explosion,Military,Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Vehicle,7,NA,1,0
2014,5,25,Idlib,Jabal al-Arbain,35.814324,36.614226,Bombing/Explosion,Military,Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Vehicle,7,NA,1,0
2014,5,25,Idlib,Jabal al-Arbain,35.814324,36.614226,Bombing/Explosion,Military,Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Vehicle,7,NA,1,0
2014,5,29,Aleppo,Aleppo,36.211683,37.1473,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,0,0,0,0
2014,5,27,Hamah,Taybet al-Imam,35.266111,36.711389,Bombing/Explosion,Government (Diplomatic),International,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2014,5,27,Hamah,Taybet al-Imam,35.266111,36.711389,Hostage Taking (Kidnapping),Government (Diplomatic),International,Unknown,NA,0,Firearms,Automatic Weapon,0,0,0,0
2014,5,27,Raqqah,Raqqah,35.959582,38.998246,Bombing/Explosion,Terrorists/Non-State Militia,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,0,0
2014,5,27,Homs,Ozeir,34.634483,36.2318,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Land Mine,0,1,0,0
2014,5,28,Idlib,Maarat Misrin,36.012655,36.671423,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,16,NA,0,0
2014,5,29,Al Hasakah,Ras al-Ain,36.85,40.066667,Unknown,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,15,NA,0,0
2014,5,29,Al Hasakah,Hasakah,36.50819,40.745866,Bombing/Explosion,Police,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,2,0,0
2014,5,29,Aleppo,Qabasin,36.43514,37.566774,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2014,5,31,Aleppo,Aleppo,36.199811,37.160697,Bombing/Explosion,Military,Syria,Islamic Front (Syria),NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,20,NA,0,0
2014,6,1,Aleppo,Aleppo,36.207273,37.14328,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,1,0,0
2014,6,1,Aleppo,Aleppo,36.21966,37.167394,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,1,0,0
2014,6,1,Aleppo,Aleppo,36.209392,37.149008,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,1,0,0
2014,6,1,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,1,0,0
2014,6,2,Homs,Qasr al-Hayr,35.073907,39.072295,Hostage Taking (Kidnapping),Military,Syria,Free Syrian Army,NA,0,Firearms,Unknown Gun Type,NA,NA,0,0
2014,6,2,Homs,Huraki,34.723611,37.0475,Bombing/Explosion,Military,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Vehicle,10,20,0,0
2014,6,2,Damascus,Damascus,33.515722,36.31644,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,NA,0,0
2014,6,2,Damascus,Damascus,33.503056,36.258333,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,0
2014,6,2,Damascus,Damascus,33.497925,36.295957,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,0
2014,6,4,Damascus,Jaramana,33.483333,36.35,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,3,0,0
2014,6,4,Latakia,Rabia,35.785833,36.038056,Bombing/Explosion,Private Citizens & Property,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,0
2014,6,8,Deir ez-Zor,Khasham,35.298714,40.293545,Facility/Infrastructure Attack,Business,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,0,0,0,0
2014,6,8,Damascus,Damascus,33.556642,36.320615,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,0,0
2014,6,8,Damascus,Damascus,33.513,36.292,Bombing/Explosion,Unknown,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2014,6,10,Aleppo,Manbij,36.533333,37.95,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2014,6,12,Homs,Homs,34.730833,36.709444,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,7,25,0,0
2014,6,14,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Military,Syria,Islamic Front (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA
2014,6,14,Deir ez-Zor,Mayadin,35.016692,40.450062,Bombing/Explosion,Business,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Vehicle,8,21,0,0
2014,6,15,Idlib,Unknown,35.933333,36.633333,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",13,NA,0,0
2014,6,15,Damascus,Duma,33.571908,36.40246,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",5,0,0,0
2014,6,17,Deir ez-Zor,Huwayij,35.046111,40.4875,Bombing/Explosion,Terrorists/Non-State Militia,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),3,1,1,0
2014,6,19,Homs,Homs,34.723825,36.711415,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,14,NA,0,0
2014,6,20,Hamah,Hurrah,35.412916,36.329492,Bombing/Explosion,Military,Syria,Islamic Front (Syria),NA,0,Explosives/Bombs/Dynamite,Vehicle,43,NA,0,0
2014,6,20,Hamah,Morek,35.375872,36.68849,Unknown,Military,Syria,Free Syrian Army,NA,0,Unknown,NA,5,0,0,0
2014,6,20,Hamah,Unknown,35.188786,37.211583,Bombing/Explosion,Private Citizens & Property,Syria,Islamic Front (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,0
2014,6,24,Homs,Homs,34.699981,36.730721,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,1,10,0,0
2014,6,28,Damascus,Duma,33.571908,36.40246,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Vehicle,2,24,0,0
2014,6,28,Aleppo,Deir Hafir,36.156322,37.705559,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Melee,Unknown Weapon Type,8,0,0,0
2014,6,30,Hamah,Unknown,35.120334,36.717506,Armed Assault,Military,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,1,0,0,0
2014,6,30,Idlib,Idlib,35.933333,36.633333,Bombing/Explosion,Private Citizens & Property,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",7,21,0,0
2014,6,30,Idlib,Idlib,35.933333,36.633333,Bombing/Explosion,Private Citizens & Property,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",7,20,0,0
2014,7,3,Deir ez-Zor,Deir ez-Zor district,35.080975,40.593259,Hostage Taking (Kidnapping),Business,Iraq,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,19,0,0,0
2014,7,9,Hamah,Khattab,35.197222,36.666944,Armed Assault,Private Citizens & Property,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,14,NA,0,0
2014,7,9,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2014,7,10,Rif Dimashq,Taybah,33.333008,36.2016,Unknown,Military,Syria,Unknown,NA,0,Unknown,NA,NA,NA,NA,NA
2014,7,10,Rif Dimashq,Ein al-Beda,33.323525,36.217639,Unknown,Military,Syria,Unknown,NA,0,Unknown,NA,NA,NA,NA,NA
2014,7,11,Hamah,Ruhjan,35.404722,37.429444,Bombing/Explosion,Military,Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),19,NA,1,0
2014,7,12,Al Hasakah,Hasakah,36.507807,40.74178,Bombing/Explosion,Terrorists/Non-State Militia,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),6,40,1,0
2014,7,16,Damascus,Damascus,33.513,36.292,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,1,0
2014,7,17,Raqqah,Tabqah,35.838749,38.537159,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Other,NA,1,0,0,0
2014,7,17,Homs,Palmyra district,34.608148,38.430948,Hostage Taking (Kidnapping),Business,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),310,NA,40,NA
2014,7,25,Aleppo,Aleppo,36.199811,37.160697,Bombing/Explosion,Military,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4,0,0,0
2014,7,24,Raqqah,Raqqah,35.959422000000004,38.998089,Hostage Taking (Kidnapping),Military,Syria,Islamic State of Iraq and the Levant (ISIL),600,0,Explosives/Bombs/Dynamite,Vehicle,114,NA,28,NA
2014,7,26,Idlib,Atmeh,36.307945,36.687732,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,40,60,0,0
2014,7,26,Aleppo,Azaz district,36.539002,37.21323,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,4,NA,0,0
2014,7,27,Homs,Homs,34.730736,36.709413,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,7,20,0,0
2014,7,29,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Military,Syria,Islamic Front (Syria),NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,13,NA,0,0
2014,7,30,Hamah,Hamah,35.133033,36.750147,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA
2014,7,30,Homs,Homs,34.698787,36.730764,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,Vehicle,2,26,0,0
2014,7,30,Al Hasakah,Hasakah,36.507867,40.746267,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,0,0,0
2014,7,30,Deir ez-Zor,Unknown,35.336,40.145,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2014,7,31,Idlib,Unknown,35.933333,36.633333,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Land Mine,1,0,0,0
2014,8,1,Rif Dimashq,Al-Nabk,34.016667,36.716667,Armed Assault,Military,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,0,0,0,0
2014,8,1,Aleppo,Eli Ismo,36.20403,37.003542,Hostage Taking (Kidnapping),Journalists & Media,Italy,Al-Nusrah Front,NA,0,Firearms,Unknown Gun Type,0,0,0,0
2014,8,2,Damascus,Damascus,33.531,36.337111,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",20,NA,0,0
2014,8,2,Rif Dimashq,Jibbeh,33.908549,36.493151,Unknown,Military,Syria,Al-Nusrah Front,NA,0,Unknown,NA,7,0,0,0
2014,8,3,Damascus,Damascus,33.522995,36.276642,Bombing/Explosion,Private Citizens & Property,Syria,Greater Damascus Operations Room,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,4,0,0
2014,8,3,Damascus,Damascus,33.502946,36.25864,Bombing/Explosion,Military,Syria,Greater Damascus Operations Room,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,0
2014,8,3,Hamah,Salamiyah,35.015487,37.057441,Armed Assault,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Firearms,Unknown Gun Type,7,4,0,0
2014,8,6,Raqqah,Unknown,35.958805,38.99829,Hostage Taking (Kidnapping),Military,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Vehicle,38,24,11,24
2014,8,6,Damascus,Damascus,33.517864,36.285592,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,0
2014,8,6,Damascus,Damascus,33.503056,36.258333,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",16,79,0,0
2014,8,8,Deir ez-Zor,Mayadin,35.016637,40.450036,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,1,NA,0,0
2014,8,9,Aleppo,Aleppo,36.211262,37.146097,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,0,0,0
2014,8,14,Raqqah,Kendal,36.684336,38.802893,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,1,0,0
2014,8,14,Raqqah,Bir Kino,36.646735,38.78416,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2014,8,14,Raqqah,Kuberlak,36.680492,38.748776,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2014,8,14,Raqqah,Hewlik,36.658628,38.758781,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2014,8,14,Raqqah,Kushkar,36.641883,38.692552,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2014,8,14,Raqqah,Hashashu,36.625523,38.754038,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2014,8,14,Raqqah,Hariyah,36.617964,38.782846,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2014,8,15,Daraa,Namar,33.027589999999996,36.029526,Bombing/Explosion,Religious Figures/Institutions,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,14,30,0,0
2014,8,16,Al Hasakah,Unknown,36.507867,40.746267,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2014,8,14,Aleppo,Marea,36.4825,37.197222,Hostage Taking (Kidnapping),Private Citizens & Property,Japan,Islamic State of Iraq and the Levant (ISIL),NA,0,Firearms,Unknown Gun Type,1,0,0,0
2014,8,18,Hamah,Hamah,35.120139,36.716964,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,0
2014,8,19,Raqqah,Unknown,35.959198,38.998018,Hostage Taking (Kidnapping),Military,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",517,NA,346,NA
2014,8,21,Damascus,Damascus,33.517647,36.290443,Bombing/Explosion,Educational Institution,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4,0,0,0
2014,8,22,Aleppo,Unknown,36.226239,37.46814,Bombing/Explosion,Military,Syria,Al-Nusrah Front,2,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),2,0,2,0
2014,8,23,Raqqah,Unknown,35.958808,38.999399,Bombing/Explosion,Military,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),14,150,14,150
2014,8,27,Quneitra,Quneitra,33.112877,35.816338,Hostage Taking (Kidnapping),Government (Diplomatic),International,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",23,NA,3,NA
2014,8,31,Deir ez-Zor,Muhassan,35.2378,40.319072,Unknown,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,3,0,0,0
2014,8,31,Deir ez-Zor,Mayadin,35.016667,40.45,Unknown,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,2,0,0,0
2014,8,31,Deir ez-Zor,Jadeed Akidat,35.246944,40.360278,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,2,0,0,0
2014,9,2,Aleppo,Aleppo,36.209125,37.147642,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2014,9,3,As Suwayda,Unknown,32.876421,36.506168,Bombing/Explosion,Transportation,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,5,9,0,0
2014,9,3,Deir ez-Zor,Shoula,35.163462,40.426102,Unknown,Transportation,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,15,NA,0,0
2014,9,10,Idlib,Maara,36.035061,36.837113,Assassination,Journalists & Media,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,1,0,0,0
2014,9,13,Deir ez-Zor,Unknown,35.3344,40.144504,Facility/Infrastructure Attack,Religious Figures/Institutions,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,0,0,0,0
2014,9,13,Deir ez-Zor,Unknown,35.336,40.145,Facility/Infrastructure Attack,Religious Figures/Institutions,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,0,0,0,0
2014,9,13,Deir ez-Zor,Unknown,35.3344,40.144504,Facility/Infrastructure Attack,Religious Figures/Institutions,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,0,0,0,0
2014,9,13,Deir ez-Zor,Unknown,35.3344,40.144504,Facility/Infrastructure Attack,Religious Figures/Institutions,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,0,0,0,0
2014,9,16,Raqqah,Raqqah,35.959502,38.99563,Armed Assault,Military,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Firearms,Automatic Weapon,8,NA,0,0
